,id,timestamp,text,speaker,reply_to,conversation_id,meta.receiver,meta.absolute_message_index,meta.relative_message_index,meta.year,meta.game_score,meta.game_score_delta,intent
1061,Game2-turkey-england-8,1712,Sure but there's a good chance of A rum - sev so don't count on it,turkey-Game2,Game2-turkey-england-7,Game2-turkey-england,england-Game2,1712,8,1903,5,0,0
1160,Game4-germany-france-73,838,"Well, I'm not actually sure what the orders are going to end up being, but what I can tell you are my current moves so that it can help you plan your defense. I'm moving to Ruhr and supporting myself to Belgium (no use in lying about that). So Ruhr's support, whatever it is, will be cut.",france-Game4,Game4-germany-france-72,Game4-germany-france,germany-Game4,838,73,1903,5,0,1
1446,Game1-england-italy-257,1773,"Hmmm, interesting French disband. He wants me to support him to Brest. Have to believe he’s going to have Germany on his side given the German fleet build. 

Thoughts on how to approach this? We should be able to defeat them if we stick together.",italy-Game1,Game1-england-italy-256,Game1-england-italy,england-Game1,1773,257,1907,10,5,1
339,Game4-england-germany-36,233,I'm more than willing to cede territory to you going forward when I'm better in a position to subdue France or Russia depending on what we've decided. Does that sound alright?,germany-Game4,Game4-england-germany-35,Game4-england-germany,england-Game4,233,36,1901,3,0,1
1048,Game8-england-germany-13,279,well what should we do about that?,germany-Game8,Game8-england-germany-12,Game8-england-germany,england-Game8,279,13,1902,5,1,0
1473,Game11-turkey-italy-129,1401,Austria agreed to help,italy-Game11,Game11-turkey-italy-128,Game11-turkey-italy,turkey-Game11,1401,129,1909,6,0,0
345,Game9-italy-france-59,1003,"Indeed, as is Germany",france-Game9,Game9-italy-france-58,Game9-italy-france,italy-Game9,1003,59,1902,5,1,0
363,Game11-germany-italy-5,98,"So in that sense Italy is broadly friendly to your interests - if you and France are allied I will leave you alone, but if France is your enemy I could potentially help you to break a stalemate",italy-Game11,Game11-germany-italy-4,Game11-germany-italy,germany-Game11,98,5,1901,3,0,0
1550,Game11-germany-russia-22,625,Because Austria's no threat to me.,germany-Game11,Game11-germany-russia-21,Game11-germany-russia,russia-Game11,625,22,1902,5,0,0
1427,Game1-england-italy-73,852,And I don’t have any dialogue with France right now. I suppose that’s lazy. You want me to stay quiet or try to feel him out? There is no way he will believe anything I say after my last move.,italy-Game1,Game1-england-italy-72,Game1-england-italy,england-Game1,852,73,1904,6,1,1
718,Game7-germany-italy-9,531,Hmm I thought it was something else,italy-Game7,Game7-germany-italy-8,Game7-germany-italy,germany-Game7,531,9,1902,4,0,1
1050,Game1-england-germany-311,1597,Did he give any reasoning for that choice?,england-Game1,Game1-england-germany-310,Game1-england-germany,germany-Game1,1597,311,1906,5,0,0
56,Game11-turkey-austria-185,944,"Are you coordinating with him? I’d just dislodge Tyrolia - if he retreats into Munich, that’s a win for you. If he takes Venice, we’ll get you in there in the Fall.",turkey-Game11,Game11-turkey-austria-184,Game11-turkey-austria,austria-Game11,944,185,1904,6,0,1
393,Game11-turkey-france-8,1119,"Ok, I didn't think Germany would betray me but they did. No matter what situation your in, we have to all start working together to stop Germany or they will win.",france-Game11,Game11-turkey-france-7,Game11-turkey-france,turkey-Game11,1119,8,1905,8,2,1
309,Game1-turkey-austria-5,199,"I'd love the support, thanks.",austria-Game1,Game1-turkey-austria-4,Game1-turkey-austria,turkey-Game1,199,5,1901,3,0,1
276,Game4-turkey-france-50,1210,"You are obviously not allied with Italy. I don't want you to feel like you are being ignored- but ultimately I decided to make the moves that I thought would be best to help me hold onto what I currently have of Italy. A better way for me to handle things would have been to give you a heads up beforehand (for which I apologize). That being said, we would be having a different conversation had I made an explicit commitment towards moving to Naples. And in terms of results, I think you are actually the greatest beneficiary of the moves from last spring, so there is also that 😂 .",france-Game4,Game4-turkey-france-49,Game4-turkey-france,turkey-Game4,1210,50,1905,9,4,1
1370,Game1-england-italy-424,2351,This is getting tricky.,italy-Game1,Game1-england-italy-423,Game1-england-italy,england-Game1,2351,424,1907,10,5,0
453,Game2-austria-italy-462,2191,Get France to support you in.  The dude is desperate,austria-Game2,Game2-austria-italy-461,Game2-austria-italy,italy-Game2,2191,462,1904,8,2,0
419,Game4-england-france-146,760,Support Russia defending I mean.,england-Game4,Game4-england-france-145,Game4-england-france,france-Game4,760,146,1903,4,-1,0
971,Game11-turkey-germany-28,800,"And what does ""down the middle"" mean?  Are we talking East West or North South?",turkey-Game11,Game11-turkey-germany-27,Game11-turkey-germany,germany-Game11,800,28,1903,5,0,0
877,Game12-turkey-france-79,752,"would you have time to be able to stab England if you had a build from Italy, and then we could get Russia to support you into Hol?  With two builds, you could perhaps quickly get to England and kill them fast enough to hold Russia back until I stabbed them in the east, and you worked to control the west?",turkey-Game12,Game12-turkey-france-78,Game12-turkey-france,france-Game12,752,79,1906,10,4,1
315,Game4-england-france-3,16,Alright splendid. I will keep my fleet out of EC. Further details can be discussed later.,england-Game4,Game4-england-france-2,Game4-england-france,france-Game4,16,3,1901,3,0,0
1566,Game2-italy-germany-6,196,Hahaha yeah. Germany isn’t much better,germany-Game2,Game2-italy-germany-5,Game2-italy-germany,italy-Game2,196,6,1901,3,0,0
1153,Game2-england-austria-24,1820,"Lol, realized I never gave the thumbs up or thumbs down so the message never sent.",england-Game2,Game2-england-austria-23,Game2-england-austria,austria-Game2,1820,24,1903,6,-1,0
1408,Game3-austria-italy-77,534,"Had heard that. Russia told me they was supporting me into bul again, but I don't think I want to make moves. I think if we can at least get Germany on our side, Turkey Germany, and myself can take out Russia.",austria-Game3,Game3-austria-italy-76,Game3-austria-italy,italy-Game3,534,77,1902,4,0,0
619,Game5-turkey-england-14,207,"Im really not too sure, the Brest build has me kinda nervous tbh",england-Game5,Game5-turkey-england-13,Game5-turkey-england,turkey-Game5,207,14,1902,5,1,1
787,Game6-germany-russia-27,420,"A Ber S Boh - Mun
F Den - Kie
A Gal - Boh",germany-Game6,Game6-germany-russia-26,Game6-germany-russia,russia-Game6,420,27,1906,3,-3,0
364,Game12-turkey-italy-19,535,"Ah, well.  
So, what's the plan from here?  How far are you planning on riding that juggernaut?",italy-Game12,Game12-turkey-italy-18,Game12-turkey-italy,turkey-Game12,535,19,1903,4,-5,0
1081,Game4-england-italy-1,156,"Turning my attention to Greece for now, but would be interested in a long-term strategy against France!",italy-Game4,Game4-england-italy-0,Game4-england-italy,england-Game4,156,1,1901,3,0,0
1488,Game4-austria-france-2,71,I have not yet heard anything from Italy unfortunately.,austria-Game4,Game4-austria-france-1,Game4-austria-france,france-Game4,71,2,1901,3,0,0
691,Game3-turkey-italy-10,273,"Last turn, Russia offered conflicting promises to me and Austria both (or so I've heard). Once I found that out, I never heard from either of them again. So it's not too many dots to connect to think they may have some kind of arrangement...
I would guess maybe they plan to split the map roughly horizontally and take me out first?",turkey-Game3,Game3-turkey-italy-9,Game3-turkey-italy,italy-Game3,273,10,1901,3,0,0
1119,Game10-italy-germany-14,312,Ven-Pie and then support me in to Mar? I’d appreciate the help and could return the favor later.,germany-Game10,Game10-italy-germany-13,Game10-italy-germany,italy-Game10,312,14,1902,5,1,0
1138,Game6-england-france-13,93,For example I could support u into belguim if you don't move into brest,france-Game6,Game6-england-france-12,Game6-england-france,england-Game6,93,13,1901,3,0,1
291,Game10-austria-france-28,687,"I wasn't expecting Germany to throw their entire armed forces at just retaking Munich, but I'm kinda glad they did: they crumbled their entire defenses doing so.  Might as well keep the fleet in Mar, it's possible with Italy's position we can even keep you alive in there!",austria-Game10,Game10-austria-france-27,Game10-austria-france,france-Game10,687,28,1904,7,5,0
395,Game7-england-austria-22,457,"Of course, if they seem to be a massive threat then I will respond",england-Game7,Game7-england-austria-21,Game7-england-austria,austria-Game7,457,22,1902,4,0,0
764,Game1-austria-italy-41,586,Good. Consider it done.,italy-Game1,Game1-austria-italy-40,Game1-austria-italy,austria-Game1,586,41,1903,5,0,1
785,Game1-turkey-italy-1,94,"Hi Turkey! I’m sorry that I’ve been so slow to get in touch. Kind of a rough day for me to begin a game as I e been pretty swamped. Things are clearing up now, and I appreciate you reaching out to me. 

So far I have notes from Austria and Russia being pretty cagey and non-committal. Perhaps that is just the life of Italy? Nobody really has me in their plans?

I don’t really know what I’m going to do yet, so if you have ideas, or you have a use for me, please let me know. I’d basically be delighted to work with anyone who really wants to work with me. (No sign yet that this includes anyone at all)",italy-Game1,Game1-turkey-italy-0,Game1-turkey-italy,turkey-Game1,94,1,1901,3,0,1
1297,Game4-england-germany-35,232,"And I hate to be so greedy to open up but I'm nervous that if I forego a build it opens me up to have Russia, France or both collapse on me and then we're really fucked. Particularly if France walks into Munich, I'll need both builds badly",germany-Game4,Game4-england-germany-34,Game4-england-germany,england-Game4,232,35,1901,3,0,1
731,Game7-austria-italy-11,75,"At the very least do you want to organize a bounce in Ven? Russia is being aggressive and Turkey is stonewalling, so we might be looking at an ill-advised and obvious juggernaut. It’s possible that’s just smoke, but I’m always cautious about that and a western triple",austria-Game7,Game7-austria-italy-10,Game7-austria-italy,italy-Game7,75,11,1901,3,0,0
687,Game1-england-italy-40,529,"I’m sorry I did not come to you with this earlier. That’s just my bad. I’ve been kind of lazy, and I wasn’t really sure I wanted to weigh in about the west at all. But, I’ve changed my mind?

I think E/I can dominate here. But we’ve got to keep France from ever building a second fleet. I think that’s the way that both you and me get really big.",italy-Game1,Game1-england-italy-39,Game1-england-italy,england-Game1,529,40,1902,4,0,0
1028,Game1-england-germany-4,60,"Well, that makes two of us then. You're welcome to ask a specific question if you have one though.",england-Game1,Game1-england-germany-3,Game1-england-germany,germany-Game1,60,4,1901,3,0,0
940,Game10-england-germany-97,600,Can you s A bre - has,england-Game10,Game10-england-germany-96,Game10-england-germany,germany-Game10,600,97,1904,6,-1,0
1400,Game4-france-russia-193,1102,I don't really want to turn on England... but we could,russia-Game4,Game4-france-russia-192,Game4-france-russia,france-Game4,1102,193,1904,6,0,0
1013,Game3-england-austria-10,1421,Was Vienna staged? Or is that an OUCH?,england-Game3,Game3-england-austria-9,Game3-england-austria,austria-Game3,1421,10,1905,7,2,0
1283,Game1-italy-russia-54,1591,😎,italy-Game1,Game1-italy-russia-53,Game1-italy-russia,russia-Game1,1591,54,1906,8,2,0
512,Game1-italy-germany-271,2147,Ha! No I don’t. I’d imagine he is coming for me. But I don’t know that.,italy-Game1,Game1-italy-germany-270,Game1-italy-germany,germany-Game1,2147,271,1907,10,3,1
115,Game3-austria-russia-10,738,"I can help you against Turkey still, y'know",russia-Game3,Game3-austria-russia-9,Game3-austria-russia,austria-Game3,738,10,1903,5,1,0
1092,Game6-germany-france-49,194,Right.  That's Spring '03.  It's pretty late for dancing around.  Look at Austria and Turkey.  They're toast.,germany-Game6,Game6-germany-france-48,Game6-germany-france,france-Game6,194,49,1902,5,1,0
104,Game1-turkey-italy-26,690,"So, is it worth us having a discussion this turn? I sincerely wanted to work something out with you last turn, but I took silence to be an ominous sign.",italy-Game1,Game1-turkey-italy-25,Game1-turkey-italy,turkey-Game1,690,26,1903,5,2,1
932,Game4-austria-france-78,1420,Congrats on keeping Budapest!,france-Game4,Game4-austria-france-77,Game4-austria-france,austria-Game4,1420,78,1906,15,13,0
445,Game5-austria-italy-6,48,"I'll probably keep the army in Venice for the time being, perhaps we could have Tyr as a DMZ between us?",italy-Game5,Game5-austria-italy-5,Game5-austria-italy,austria-Game5,48,6,1901,3,0,0
580,Game2-austria-germany-365,2430,I’ll be honest it’s not madly thought through,germany-Game2,Game2-austria-germany-364,Game2-austria-germany,austria-Game2,2430,365,1905,9,1,0
114,Game4-austria-russia-20,1039,"They told me they are interested in working with me against you and are going to try to take Ser. So what I think we should do is you attack Rum with Bud and Gal, which would cut support and let me take Sev. That way we get two of Turkeys territories, which would be a big blow to them",russia-Game4,Game4-austria-russia-19,Game4-austria-russia,austria-Game4,1039,20,1904,6,1,1
771,Game6-england-france-7,68,I plan on moving to nth and nrg. I will take nor with a fleet and then convoy into bel.,england-Game6,Game6-england-france-6,Game6-england-france,france-Game6,68,7,1901,3,0,1
1056,Game9-italy-russia-121,661,"I desperately need the Turkish move into the Aegean to not bounce so that I can convoy an army to Constantinople. I believe that they intend to move both fleets out at the same time, but I know for fact that they want to move into the Aegean with the fleet in Constantinople at the very least. I'd recommend bouncing the Eastern Med and moving the fleet in Naples out to the Tyrrhenian Sea so that if the French do move toward you you're in better position to stop it.",russia-Game9,Game9-italy-russia-120,Game9-italy-russia,italy-Game9,661,121,1902,6,2,0
1589,Game9-germany-russia-45,659,"I ran those other moves by France, with the except of the North Sea move you suggested. Should I tell france to build trust, or would the potential of it getting back to england be risky",germany-Game9,Game9-germany-russia-44,Game9-germany-russia,russia-Game9,659,45,1902,5,-1,0
225,Game4-germany-france-34,426,"I'll send Brest to English Channel and MAO to Irish Sea, but I need Belgium so that I don't go down a build.",france-Game4,Game4-germany-france-33,Game4-germany-france,germany-Game4,426,34,1902,6,1,1
1150,Game6-austria-germany-12,121,...and I'll be transparent about it either way.,germany-Game6,Game6-austria-germany-11,Game6-austria-germany,austria-Game6,121,12,1902,5,2,0
1462,Game4-england-germany-15,123,"I think I'm going to go EC to be aggressive on France, and take Norway",england-Game4,Game4-england-germany-14,Game4-england-germany,germany-Game4,123,15,1901,3,0,1
1295,Game1-italy-germany-313,2535,"You have been given an apple laced with poison. England’s only move there was to make you hate me, and he did his job well. 

You should not let your view of me be defined by someone who has an incentive to make you never speak to me again. We can talk about it more after the game, but I had every intention of continuing to work with you, and I would have done that until England made his play.",italy-Game1,Game1-italy-germany-312,Game1-italy-germany,germany-Game1,2535,313,1908,13,6,1
921,Game12-turkey-france-12,114,Could be talking to A a lot or just afk for now,france-Game12,Game12-turkey-france-11,Game12-turkey-france,turkey-Game12,114,12,1901,3,0,0
99,Game12-turkey-russia-130,460,Gonna support england into Denmark,russia-Game12,Game12-turkey-russia-129,Game12-turkey-russia,turkey-Game12,460,130,1903,5,0,0
1127,Game1-italy-france-43,791,"You’re going to like my next move set, and you’re not going to need your backup plan.",italy-Game1,Game1-italy-france-42,Game1-italy-france,france-Game1,791,43,1903,5,-1,1
744,Game8-turkey-germany-1,98,I’m still undecided. Where do you stand with Russia and Austria?,germany-Game8,Game8-turkey-germany-0,Game8-turkey-germany,turkey-Game8,98,1,1901,3,0,0
739,Game1-england-italy-106,1198,Yes. I haven’t said a word to him. What’s he saying?,italy-Game1,Game1-england-italy-105,Game1-england-italy,england-Game1,1198,106,1905,7,2,0
353,Game9-italy-russia-91,508,"Yeah I really don’t know what people are thinking over there, I’ve tried to get a feel for the alliances (even by offering to exchange info) but haven’t been able to crack them. According to germany, england was not supposed to do what they did (fairly obvious). It is possible that we have misread things though and england acted on their own. France did tell me they want to stay neutral until they trust someone. England sneak attacking Germany could have scared France, leading to the fleet build. This is obviously speculative though",italy-Game9,Game9-italy-russia-90,Game9-italy-russia,russia-Game9,508,91,1902,4,-2,0
174,Game5-turkey-russia-10,95,That sounds perfect to me.,russia-Game5,Game5-turkey-russia-9,Game5-turkey-russia,turkey-Game5,95,10,1901,4,1,1
1172,Game6-germany-france-98,451,"Ha, I already did that but not too you because of how puny you are 😵",france-Game6,Game6-germany-france-97,Game6-germany-france,germany-Game6,451,98,1908,8,5,1
65,Game1-italy-france-1,84,"Hi France!

Well, I generally don’t like to play as Italy at all, frankly. But when I do, I go east. Not sure whether I’ll head towards Turkey or Austria, but I think the one big advantage that you and I both have is that we have a mutual border that is easy to keep clear. 

I’m not moving west. It takes forever to get there, and there are rarely centers there for me when I arrive. I hope you feel the same way about moving towards me. 

I’d like to keep our border clear and I’d like to act as “trio wires” for each other. Basically, if either Germany or England want to attack you, I expect they’ll mention something to me, and if you’ll look out for me diplomatically, I’ll give you a head’s up if ever you need to worry. 

How do you like to play France?",italy-Game1,Game1-italy-france-0,Game1-italy-france,france-Game1,84,1,1901,3,0,1
887,Game1-italy-germany-230,1901,Okay. Should I support Pic to Bre?,italy-Game1,Game1-italy-germany-229,Game1-italy-germany,germany-Game1,1901,230,1907,10,3,1
1035,Game1-england-italy-206,1532,"1) You’ve been straight with me all game. 2) You have a much better ability to read the board than she does. 3) You’re on the other side, so you can’t really stab me, but I could totally see her moving to Tyrolia some time soon. 4) You’re not in France’s pocket.",italy-Game1,Game1-england-italy-205,Game1-england-italy,england-Game1,1532,206,1906,8,3,1
920,Game3-italy-russia-13,120,Just about. I'm not good at sleep schedules.,russia-Game3,Game3-italy-russia-12,Game3-italy-russia,italy-Game3,120,13,1901,4,1,0
1355,Game2-england-germany-137,1520,"Basically no harm done, but like if you do fuck me, instead of my mission being kill Austria it’s gonna change to you lol",germany-Game2,Game2-england-germany-136,Game2-england-germany,england-Game2,1520,137,1902,7,2,0
1245,Game1-england-germany-209,1160,That sounds like a perfect storm of social- and tactical-anxiety inducing stimuli. I think the ideal thing from my perspective would be online play with three adjudications per day. So it's about the same level of commitment as a really active group chat.,germany-Game1,Game1-england-germany-208,Game1-england-germany,england-Game1,1160,209,1905,5,0,0
195,Game1-austria-italy-25,553,"You, sir, are a terrific ally. This was more than you needed to do, but makes me feel like this is really a long term thing! Thank you.",italy-Game1,Game1-austria-italy-24,Game1-austria-italy,austria-Game1,553,25,1902,5,0,1
301,Game7-germany-france-48,500,"Okay, so I'm gonna have to support Denmark and Holland against England this turn probably unless you think I could use my troops more wisely?",germany-Game7,Game7-germany-france-47,Game7-germany-france,france-Game7,500,48,1902,4,-2,1
571,Game4-turkey-russia-122,1469,this is just me thinking how to stop france,russia-Game4,Game4-turkey-russia-121,Game4-turkey-russia,turkey-Game4,1469,122,1907,7,0,1
727,Game4-england-russia-41,724,"Actually, I just looked at the map again. You can keep Nor for now.",england-Game4,Game4-england-russia-40,Game4-england-russia,russia-Game4,724,41,1902,4,-1,0
549,Game1-england-russia-69,2428,"I'm kinda happy there's finally some movement, to be honest. And Austria's finally responding to messages after a two year silence. I think we're on a stop the leader phase which does have some opportunities for us, specifically",russia-Game1,Game1-england-russia-68,Game1-england-russia,england-Game1,2428,69,1907,5,-1,0
1259,Game3-england-germany-164,953,Haha no need to worry,germany-Game3,Game3-england-germany-163,Game3-england-germany,england-Game3,953,164,1904,5,-1,1
215,Game3-england-italy-117,1035,"You're playing a great game tho, so congratulations?",england-Game3,Game3-england-italy-116,Game3-england-italy,italy-Game3,1035,117,1904,6,1,0
444,Game12-turkey-russia-385,946,"Yeah you have before.  We both have. I guess I figured it’d end up that way anyway, and “it’s easier to ask for forgiveness than permission”, as lame as that sounds.",turkey-Game12,Game12-turkey-russia-384,Game12-turkey-russia,russia-Game12,946,385,1907,13,2,1
911,Game1-england-france-93,393,I'm trying to reason through how that plays out. Suppose germany supports Bur to Ruh with Bel. Then you can't penetrate right?,england-Game1,Game1-england-france-92,Game1-england-france,france-Game1,393,93,1902,4,-1,0
433,Game6-england-france-3,35,"Also, I think a DMZ could work well.",england-Game6,Game6-england-france-2,Game6-england-france,france-Game6,35,3,1901,3,0,1
806,Game5-austria-germany-7,191,All right good to know. I can back off then,austria-Game5,Game5-austria-germany-6,Game5-austria-germany,germany-Game5,191,7,1901,4,0,1
1006,Game9-austria-russia-33,963,No proposal then?,russia-Game9,Game9-austria-russia-32,Game9-austria-russia,austria-Game9,963,33,1902,6,1,0
178,Game12-germany-france-2,103,"Based on what I've heard so far (I have a suspicion England might try for either Holland or Belgium). I'm gonna go for a pretty conservative start (Kiel --> Denmark, Berlin --> Kiel, Munich Hold). Do you want to agree that I take Holland and you take Belgium, then see where we go from there?",germany-Game12,Game12-germany-france-1,Game12-germany-france,france-Game12,103,2,1901,3,0,1
1177,Game12-turkey-france-82,793,"But if Russia is willing to work with you, then yeah, you could get two builds, and you'd be back in this game, as you'd be able to get to Lvp/Lon before Russia could.",turkey-Game12,Game12-turkey-france-81,Game12-turkey-france,france-Game12,793,82,1906,10,4,1
358,Game1-england-italy-368,2115,Haha alright. I’ll keep you “aBrest” of how France will move that fleet (should he choose to share),england-Game1,Game1-england-italy-367,Game1-england-italy,italy-Game1,2115,368,1907,5,-5,1
1356,Game1-italy-russia-67,1935,I believe that England would like me to support you to Munich in the Fall. And that’s possible. But perhaps getting you to Budapest might work out better for you? I don’t know — how do you the board right now?,italy-Game1,Game1-italy-russia-66,Game1-italy-russia,russia-Game1,1935,67,1907,10,5,1
1209,Game2-austria-germany-309,1953,In Edinburgh?,austria-Game2,Game2-austria-germany-308,Game2-austria-germany,germany-Game2,1953,309,1904,7,0,0
1298,Game2-austria-germany-383,2449,Hmmm,germany-Game2,Game2-austria-germany-382,Game2-austria-germany,austria-Game2,2449,383,1905,9,1,0
738,Game2-england-germany-176,1698,"Yeah, I’m dumb",england-Game2,Game2-england-germany-175,Game2-england-germany,germany-Game2,1698,176,1903,5,-2,0
774,Game1-austria-russia-25,667,Planning on it. Then it's mostly a matter of seeing where England/France take their relationship.,russia-Game1,Game1-austria-russia-24,Game1-austria-russia,austria-Game1,667,25,1903,6,1,0
160,Game4-germany-france-18,277,One more point. England proposed a plan to bounce you out of Denmark (but I knew he was lying about it),france-Game4,Game4-germany-france-17,Game4-germany-france,germany-Game4,277,18,1901,6,1,1
1267,Game8-turkey-russia-34,368,Ok,russia-Game8,Game8-turkey-russia-33,Game8-turkey-russia,turkey-Game8,368,34,1903,5,0,1
1210,Game2-england-germany-479,3060,I need support in Marseilles,england-Game2,Game2-england-germany-478,Game2-england-germany,germany-Game2,3060,479,1908,8,-2,0
1493,Game2-england-italy-96,2336,I built that unit in Venice as leverage on Austria to secure his cooperation against Germany lol,italy-Game2,Game2-england-italy-95,Game2-england-italy,england-Game2,2336,96,1905,6,0,0
80,Game1-italy-germany-255,2112,England cannot take Belgium with those moves.,italy-Game1,Game1-italy-germany-254,Game1-italy-germany,germany-Game1,2112,255,1907,10,3,1
585,Game11-italy-france-2,23,"I also thought I would let you know that I heard from Turkey(who I was talking to about attacking Russia, because we all know how quickly Russia can run away with the game) that they we're planning on attacking you. Because I think Italy is a pretty good player for France to have around, I'm letting you know. I don't know how your relationship with Austria is, but may I suggest a lepanto? Anyways, good luck and have fun!",france-Game11,Game11-italy-france-1,Game11-italy-france,italy-Game11,23,2,1901,3,0,1
1143,Game12-turkey-russia-80,317,Thoughts on this turn?,russia-Game12,Game12-turkey-russia-79,Game12-turkey-russia,turkey-Game12,317,80,1902,3,-2,0
904,Game10-england-france-14,437,"Thats a bit too much, can I keep Spain and i help you get some german centers?",france-Game10,Game10-england-france-13,Game10-england-france,england-Game10,437,14,1902,4,-1,0
1240,Game2-england-germany-507,3190,We’re in it together,england-Game2,Game2-england-germany-506,Game2-england-germany,germany-Game2,3190,507,1909,8,-4,1
474,Game4-france-russia-44,569,So you think I should move to nwy? And do you think I should arrange a bounce or use it to stab. I don't really want to attack England,russia-Game4,Game4-france-russia-43,Game4-france-russia,france-Game4,569,44,1902,5,-1,1
832,Game4-turkey-russia-52,874,"I would like to have sev back, yes. I would be willing to give you support sometime in a future turn if you let me have sev back.",russia-Game4,Game4-turkey-russia-51,Game4-turkey-russia,turkey-Game4,874,52,1903,5,-1,1
153,Game2-england-austria-73,2286,what do you have in mind?,england-Game2,Game2-england-austria-72,Game2-england-austria,austria-Game2,2286,73,1905,6,-2,0
576,Game2-england-italy-63,1409,Trying here,england-Game2,Game2-england-italy-62,Game2-england-italy,italy-Game2,1409,63,1902,5,1,1
1405,Game10-austria-france-8,423,"Nice defense!  Retreat to Gas to cut off Germany’s only allowed retreat and they have to rebuild in Berlin and Kiel, way far away... maybe you can even convince them to back off now?  Maybe even build fleets and go after England?",austria-Game10,Game10-austria-france-7,Game10-austria-france,france-Game10,423,8,1902,5,1,0
1492,Game12-turkey-austria-32,443,More than expects: they’re already explicitly asking for Ser-Tri to cut that support,turkey-Game12,Game12-turkey-austria-31,Game12-turkey-austria,austria-Game12,443,32,1903,5,0,1
321,Game4-germany-russia-8,119,"Yes, sorry. Been a bit busy. Well, you say messages. Before the. Message asking if I got your messages (plural) I received one about allying with France. Him and I definitely seem to be on good terms and I'm not looking for war with him. If we can work something out, I would love to be able to work with him.",germany-Game4,Game4-germany-russia-7,Game4-germany-russia,russia-Game4,119,8,1901,3,-1,1
470,Game2-england-italy-4,450,"I can move on Picardy, but only if you move on Belgium.  I think Germany is going for him, so now’s your chance to get a slice of France while the getting is good.",italy-Game2,Game2-england-italy-3,Game2-england-italy,england-Game2,450,4,1901,3,0,1
230,Game1-austria-russia-45,2425,Clearly some turnaround needs to be done here. What do you want to see me pull?,austria-Game1,Game1-austria-russia-44,Game1-austria-russia,russia-Game1,2425,45,1907,3,-2,0
138,Game6-italy-russia-0,94,"Hello Italy nice to make your acquaintance. I'll have to admit, I was caught off guard by your entrance into Trieste, but I think it could work out well for you. 

I would like to ask if I will be bounced if I move to VIE, and if you have any other plans for the future that might be to both of our benefit?",russia-Game6,,Game6-italy-russia,italy-Game6,94,0,1901,4,1,0
1438,Game2-austria-italy-394,1743,I’m telling turkey we’re having an argument to see if it makes him discount the prospect of you supporting me into Smyrna...hail Mary but idc,italy-Game2,Game2-austria-italy-393,Game2-austria-italy,austria-Game2,1743,394,1903,5,-1,0
1003,Game1-italy-germany-175,1683,"Well, I have been honest with both you and France. You told me that I need to promise you a set of things in order to take the Channel. I felt like it was more than I could be sure of doing, so I am not entering the Channel. I won’t go there without your permission.",italy-Game1,Game1-italy-germany-174,Game1-italy-germany,germany-Game1,1683,175,1906,8,3,1
587,Game2-turkey-germany-238,3109,Would you be down to talk longer term strategy soon?,germany-Game2,Game2-turkey-germany-237,Game2-turkey-germany,turkey-Game2,3109,238,1908,10,6,0
1107,Game10-england-austria-41,624,"Secret plans, broadcast to everyone! ;p",austria-Game10,Game10-england-austria-40,Game10-england-austria,england-Game10,624,41,1904,7,1,1
1274,Game4-italy-russia-6,230,idk if it's true just letting u know since were allies,russia-Game4,Game4-italy-russia-5,Game4-italy-russia,italy-Game4,230,6,1901,4,1,1
1490,Game7-turkey-austria-6,188,"That’s fair. It’ll also make more sense for me to not mess around in Greece and build an army while you focus navy. If we structure our build types well, we can keep the relationship fairly balanced. I think I might be able to sneak some Italian gains early on and am considering moving that direction if Russia stays out of Gal in 1901. If it works, you won’t have to worry about a Lepanto.",austria-Game7,Game7-turkey-austria-5,Game7-turkey-austria,turkey-Game7,188,6,1901,3,0,1
282,Game12-france-russia-42,801,It’s not overly formal,russia-Game12,Game12-france-russia-41,Game12-france-russia,france-Game12,801,42,1906,11,5,0
1083,Game4-france-russia-283,1340,"I mean, you will definitely be in the draw if that's what you meant. I would have 100% proposed this beforehand, but I felt that the plan might be jeapordized if you weren't fully on board. I get that you feel like you have to move to defend yourself and in that sense it unfortunately makes sense for me to hold onto Kiel and Berlin since I expect to be losing 2 supply centers in the south, and it seems like you aren't interested in supporting North Sea to Edinburgh.",france-Game4,Game4-france-russia-282,Game4-france-russia,russia-Game4,1340,283,1906,12,3,1
755,Game4-italy-france-15,407,"Interesting, Turkey and I are going to team up against Austria.",italy-Game4,Game4-italy-france-14,Game4-italy-france,france-Game4,407,15,1902,4,-2,1
275,Game3-italy-france-5,150,"Sounds good! Off Brest please - seeing them appear in Marseilles will set off all sorts of alarms in La Bella Italia ^_^ I’m glad you’re “only” very tired. What is it you do, when you’re not governing the fates of a nation?

Engineering student here.",italy-Game3,Game3-italy-france-4,Game3-italy-france,france-Game3,150,5,1901,3,0,0
112,Game11-italy-france-9,187,Let me clarify that i have no issue with you moving to Spain - but I'm a bit uncomfortable with a Fleet in Spain SC,italy-Game11,Game11-italy-france-8,Game11-italy-france,france-Game11,187,9,1901,3,0,0
841,Game4-england-france-195,1133,"Thanks for that- it ultimately wasn't necessary. And wow- did not expect to pick up either Rome and Venice, which actually hurts a lot in terms of containing Italy. I'm sure Austria and Italy will be attacking me next.",france-Game4,Game4-england-france-194,Game4-england-france,england-Game4,1133,195,1904,9,3,1
